"Company Country","Job Number","Project Name","Client PO","No of Pages","Net Price","Gross Price",Company,"Due Date","Status Vendor",Invoice,Paid
"United Kingdom",3600,"Schosween 18 Ltd 2015",,17,342,342,"Nanoco Group plc","Oct 14,2016","Pending Sign-off",3427-05102016-3600,
"United Kingdom",3601,"Stat Accounts 2015",,36,0,0,"Alexander Mining plc","Oct 14,2016","Pending Sign-off",3428-05102016-3601,Paid
"United Kingdom",3602,"Cantillon Capital Ltd",719,35,499,499,"Throgmorton UK Ltd","Oct 14,2016","Pending Sign-off",N/A,
"United Kingdom",3603,"BMB Clothing Limited",,42,630,630,"BMB Clothing Limited","Jan 01,1970","Pending Sign-off",3429-06102016-3603,
"United Kingdom",3604,"BMB Group Limited",,16,420,420,"BMB Clothing Limited","Jan 01,1970","Pending Sign-off",3432-06102016-3604,
"United Kingdom",3605,"Baird Group Limited",,15,420,420,"BMB Clothing Limited","Jan 01,1970","Pending Sign-off",3431-06102016-3605,
"United Kingdom",3606,"Baird Group (Holdings) Limited",,46,630,630,"BMB Clothing Limited","Jan 01,1970","Pending Sign-off",3430-06102016-3606,
"United Kingdom",3607,"DAS 2015 Accounts","DAS 2015",29,357,357,"Delphi Automotive Systems UK Ltd","Oct 17,2016","Pending Sign-off",N/A,
"United Kingdom",3608,"Downing ONE",,22,0,0,"Downing LLP","Oct 19,2016","Pending Sign-off",3433-10102016-3608,
"United Kingdom",3609,"Downing FOUR",,31,480,480,"Downing LLP","Oct 19,2016","Pending Sign-off",3434-10102016-3609,
"United Kingdom",3610,"FT Ltd 2015",CCH/FT/10,20,225,225,"CCH Corporation Tax Services Ltd","Oct 20,2016","Pending Sign-off",N/A,
"United Kingdom",3611,"FT Group 2015",CCH/FT/11,20,225,225,"CCH Corporation Tax Services Ltd","Oct 20,2016","Pending Sign-off",N/A,
"United Kingdom",3612,"SCP1988 2015",CCH/FT/12,20,225,225,"CCH Corporation Tax Services Ltd","Oct 20,2016","Pending Sign-off",N/A,
"United Kingdom",3613,"FT Labs 2015",CCH/FT/13,20,225,225,"CCH Corporation Tax Services Ltd","Oct 20,2016","Signed Off Complete",N/A,
"United Kingdom",3614,"DI International (UK) Limited 2015",,27,420,420,"DI International (UK) Limited","Oct 21,2016","Signed Off Complete",3435-12102016-3614,
Ireland,3615,"FMR CAPITAL IRELAND LIMITED 2015",,26,420,420,"Pyramis Global Advisors Ireland Ltd","Oct 21,2016","Pending Sign-off",3436-12102016-3615,
"United Kingdom",3616,"Gemini Office Services UK Ltd",720,11,225,225,"Throgmorton UK Ltd","Oct 24,2016","Pending Sign-off",N/A,
"United Kingdom",3617,"Hutton Energy UK Limited",3352,23,318.3,278.05,"Capita Registras Limited","Oct 24,2016","Signed Off Complete",N/A,
"United Kingdom",3618,"Hutton Poland Limited",3353,13,160.8,125.8,"Capita Registras Limited","Oct 24,2016","Signed Off Complete",N/A,
"United Kingdom",3619,"Celdis FY16",,14,179,179,"Premier Farnell PLC","Oct 25,2016","Pending Sign-off",N/A,
"United Kingdom",3620,"IOHL FY16",,15,179,179,"Premier Farnell PLC","Oct 25,2016","Pending Sign-off",N/A,
"United Kingdom",3621,"CPC FY16",,13,179,179,"Premier Farnell PLC","Oct 25,2016","Pending Sign-off",N/A,
"United Kingdom",3622,"FHL FY16",,14,179,179,"Premier Farnell PLC","Oct 25,2016","Pending Sign-off",N/A,
"United Kingdom",3623,"FO FY16",,13,179,179,"Premier Farnell PLC","Oct 25,2016","Pending Sign-off",N/A,
"United Kingdom",3624,"PF Scotland FY16",,10,99,99,"Premier Farnell PLC","Oct 25,2016","Pending Sign-off",N/A,
"United Kingdom",3625,"PFFL FY16",,14,179,179,"Premier Farnell PLC","Oct 25,2016","Pending Sign-off",N/A,
"United Kingdom",3626,"e14 Fin UK FY16",,12,179,179,"Premier Farnell PLC","Oct 25,2016","Pending Sign-off",N/A,
"United Kingdom",3627,"e14 FY16",,13,179,179,"Premier Farnell PLC","Oct 25,2016","Pending Sign-off",N/A,
"United Kingdom",3628,"Manor Close RMO Limited",M037,16,165,165,"GCN Accounting Services Ltd","Oct 25,2016","Signed Off Complete",N/A,
"United Kingdom",3629,"Kilburn Square Housing Co-operative Limited",,16,165,165,"GCN Accounting Services Ltd","Oct 25,2016","Signed Off Complete",N/A,
"United Kingdom",3630,"DSG International Belgium",,28,0,0,"DixonsCarphone Group","Oct 25,2016","Pending Sign-off",N/A,
"United Kingdom",3631,"ArgSoft Sales & Engineering Ltd",721,3,99,99,"Throgmorton UK Ltd","Oct 26,2016","Pending Sign-off",N/A,
"United Kingdom",3632,"EMEA Services Ltd",722,3,99,99,"Throgmorton UK Ltd","Oct 26,2016","Pending Sign-off",N/A,
"United Kingdom",3633,"PF PLC FY16",,60,499,499,"Premier Farnell PLC","Oct 26,2016","Pending Sign-off",N/A,
"United Kingdom",3634,"PHUK YE2015","Phil Jackson",22,420,420,"Hardigg UK Ltd","Oct 27,2016","Pending Sign-off",3437-18102016-3634,
"United Kingdom",3635,"Sartorius Stedim BioOutsource Ltd",SSBL,18,285,285,"Barr& Ford Ltd","Oct 28,2016","Pending Sign-off",3438-19102016-3635,
"United Kingdom",3636,"Corylus Research UK Ltd",723,10,99,99,"Throgmorton UK Ltd","Oct 31,2016","Pending Sign-off",N/A,
"United Kingdom",3637,"PFUK FY16",,26,350,350,"Premier Farnell PLC","Oct 31,2016","Pending Sign-off",N/A,
"United Kingdom",3638,"LOML Enterprises Limited",3637,17,225,225,"Throgmorton UK Ltd","Nov 01,2016","Pending Sign-off",N/A,
"United Kingdom",3639,"HFO2 GP",,13,255.6,255.6,"Hermes Real Estate Investment Management Limited","Nov 01,2016","Signed Off Complete",3439-21102016-3639,
"United Kingdom",3640,"HFO GP",,13,255.6,255.6,"Hermes Real Estate Investment Management Limited","Nov 01,2016","Signed Off Complete",3440-21102016-3640,
"United Kingdom",3641,"Factory Outlets Properties NO 2 GP",,15,255.6,255.6,"Hermes Real Estate Investment Management Limited","Nov 01,2016","Signed Off Complete",3441-21102016-3641,
"United Kingdom",3642,"Hermes Freeport GP Limited",,15,255.6,255.6,"Hermes Real Estate Investment Management Limited","Nov 01,2016","Signed Off Complete",3442-21102016-3642,
"United Kingdom",3643,"Talke General Partner Limited",,14,0,0,"Hermes Real Estate Investment Management Limited","Nov 01,2016","Signed Off Complete",3443-21102016-3643,
"United Kingdom",3644,"Hutton Energy Limited",3619,34,339,281.5,"Capita Registras Limited","Nov 01,2016","Signed Off Complete",N/A,
"United Kingdom",3645,"IGL 31st January 2016 Filing",CW211016,19,0,0,"Independent Group (UK) Limited","Nov 01,2016","Pending Sign-off",3444-21102016-3645,
"United Kingdom",3646,"AUT 310115",CW211016AUT,21,0,0,"Independent Group (UK) Limited","Nov 01,2016","Pending Sign-off",3445-21102016-3646,
"United Kingdom",3647,"CDF 31/01/15",CW211016CDF,20,0,0,"Independent Group (UK) Limited","Nov 01,2016","Pending Sign-off",3446-21102016-3647,
"United Kingdom",3648,"CDUK 31/01/15",CS211016CDUK,22,0,0,"Independent Group (UK) Limited","Nov 01,2016","Pending Sign-off",3447-21102016-3648,
"United Kingdom",3649,"IIL 31/01/15",CW211016IIL,20,0,0,"Independent Group (UK) Limited","Nov 01,2016","Pending Sign-off",3448-21102016-3649,
"United Kingdom",3650,"H&C 31/01/15",CW211016H&C,19,0,0,"Independent Group (UK) Limited","Nov 01,2016","Pending Sign-off",3449-21102016-3650,
"United Kingdom",3651,"Acadian Asset Management Limited",725,29,400,400,"Throgmorton UK Ltd","Nov 01,2016","Pending Sign-off",N/A,
"United Kingdom",3652,"H&CH; 31/01/15",CW211016H&CH;,18,0,0,"Independent Group (UK) Limited","Nov 01,2016","Pending Sign-off",3450-21102016-3652,
"United Kingdom",3653,"Fresnillo Management Services Ltd",726,24,350,350,"Throgmorton UK Ltd","Nov 01,2016","Pending Sign-off",N/A,
"United Kingdom",3654,"Fortress Placement Services (UK) Ltd",727,15,225,225,"Throgmorton UK Ltd","Nov 02,2016","Pending Sign-off",N/A,
"United Kingdom",3655,"IGUKSS 31/01/15",CW251016SS,18,0,0,"Independent Group (UK) Limited","Nov 03,2016","Pending Sign-off",3451-25102016-3655,
"United Kingdom",3656,"IGL 31/01/15",CW211016IGL,32,0,0,"Independent Group (UK) Limited","Nov 03,2016","Pending Sign-off",3452-25102016-3656,
"United Kingdom",3657,"2015 SCP TAX",CM261016,38,552.3,512.05,"Sphere Consumer Products","Nov 04,2016","Signed Off Complete",3453-26102016-3657,
"United Kingdom",3658,"Argent King's Cross GP Limited",,15,213,213,"Argent (Property Development) Services LLP","Nov 07,2016","Signed Off Complete",3454-27102016-3658,
"United Kingdom",3659,"2016 Chemtek",,16,442.2,407.2,"Chemtek Limited","Nov 07,2016","Pending Sign-off",3455-27102016-3659,
"United Kingdom",3660,"Clean Energy Partners CEP 2012 Limited",728,21,0,0,"Throgmorton UK Ltd","Nov 09,2016","Pending Sign-off",N/A,
"United Kingdom",3661,"Glennmont Asset Management Limited",729,20,0,0,"Throgmorton UK Ltd","Nov 09,2016","Pending Sign-off",N/A,
"United Kingdom",3662,"Glennmont Partners I Limited",730,27,0,0,"Throgmorton UK Ltd","Nov 09,2016","Pending Sign-off",N/A,
"United Kingdom",3663,"Clean Energy Partners CEP Services Limited",731,24,0,0,"Throgmorton UK Ltd","Nov 09,2016","Pending Sign-off",N/A,
"United Kingdom",3664,"FEC FY16",,16,179,179,"Premier Farnell PLC","Nov 09,2016","Pending Sign-off",N/A,
"United Kingdom",3665,"BSH London Advisers (2015) Limited",732,16,225,225,"Throgmorton UK Ltd","Nov 09,2016","Pending Sign-off",N/A,
"United Kingdom",3666,"Elisabeth House General Partner Limited",,4,142,142,"Argent (Property Development) Services LLP","Nov 09,2016","Signed Off Complete",3456-31102016-3666,
"United Kingdom",3667,"BlueRock Diamonds PLC",733,51,509,509,"Throgmorton UK Ltd","Nov 10,2016","Pending Sign-off",N/A,
"United Kingdom",3668,"COMAC Services Limited",734,9,99,99,"Throgmorton UK Ltd","Nov 10,2016","Pending Sign-off",N/A,
"United Kingdom",3669,"Hodes Weill UK Services Ltd",735,16,225,225,"Throgmorton UK Ltd","Nov 10,2016","Pending Sign-off",N/A,
"United Kingdom",3670,"JCAM Investments Ltd",736,24,350,350,"Throgmorton UK Ltd","Nov 11,2016","Pending Sign-off",N/A,
"United Kingdom",3671,"Strategic Value Partners (UK Holdings) Limited",737,28,400,400,"Throgmorton UK Ltd","Nov 14,2016","Pending Sign-off",N/A,
"United Kingdom",3672,"e14 LLC FY16",,2,99,99,"Premier Farnell PLC","Nov 14,2016","Pending Sign-off",3534-22012017-3672,
"United Kingdom",3673,"Alliance Trust Savings Ltd - 2015",,26,0,0,"Alliance trust PLC","Nov 09,2016","Pending Sign-off",3457-04112016-3673,
"United Kingdom",3674,"Daily Variety Media",3672,15,179,179,"Throgmorton UK Ltd","Nov 16,2016","Pending Sign-off",N/A,
"United Kingdom",3675,"Insparo Asset Management Limited",739,28,400,400,"Throgmorton UK Ltd","Nov 17,2016","Pending Sign-off",N/A,
"United Kingdom",3676,"Chelsea Park Partners Ltd",740,11,179,179,"Throgmorton UK Ltd","Nov 17,2016","Pending Sign-off",N/A,
"United Kingdom",3677,"Global Alternative Strategies Limited",741,8,99,99,"Throgmorton UK Ltd","Nov 17,2016","Pending Sign-off",N/A,
"United Kingdom",3678,"THC Ventures Limited",742,7,99,99,"Throgmorton UK Ltd","Nov 17,2016","Pending Sign-off",N/A,
"United Kingdom",3679,"Savannah Petroleum 2 Limited",,12,225,225,"Capita Registras Limited","Nov 18,2016","Pending Sign-off",N/A,
"United Kingdom",3680,"Savannah Petroleum 1 Limited",,25,400,400,"Capita Registras Limited","Nov 18,2016","Pending Sign-off",N/A,
"United Kingdom",3681,"Castaway Investments Limited","Castaway Investments Limited",11,160.8,125.8,"Capita Registras Limited","Nov 18,2016","Pending Sign-off",N/A,
"United Kingdom",3682,"D3Petroleum Resources UK Limited","D3Petroleum Resources UK Limited",12,256.8,221.8,"Capita Registras Limited","Nov 18,2016","Pending Sign-off",N/A,
Ireland,3683,"Sisk Healthcare","Robert Foley",38,644,644,"SGS Management Limited","Nov 14,2016","Signed Off Complete",N/A,
Ireland,3684,"Scale Holdings","Robert Foley",21,563.5,563.5,"SGS Management Limited","Nov 14,2016","Signed Off Complete",N/A,
Ireland,3685,"Sisk Healthcare Group","Robert Foley",44,724.5,724.5,"SGS Management Limited","Nov 14,2016","Signed Off Complete",N/A,
Ireland,3686,"ROI Healthco IOM 1","Robert Foley",4,280,280,"SGS Management Limited","Nov 14,2016","Signed Off Complete",N/A,
"United Kingdom",3687,"Savannah Petroleum Plc",,38,499,499,"Capita Registras Limited","Nov 18,2016","Pending Sign-off",N/A,
Ireland,3688,"ROI Healthco IOM 2","Robert Foley",4,280,280,"SGS Management Limited","Nov 14,2016","Signed Off Complete",N/A,
Ireland,3689,"Scale IOM Holdings","Robert Foley",3,280,280,"SGS Management Limited","Nov 14,2016","Signed Off Complete",N/A,
Ireland,3690,"Scale IOM","Robert Foley",3,280,280,"SGS Management Limited","Nov 14,2016","Signed Off Complete",N/A,
"United Kingdom",3691,"Oxygen Asset Management Limited",743,12,179,179,"Throgmorton UK Ltd","Nov 21,2016","Pending Sign-off",N/A,
"United Kingdom",3692,WMI16,WMI16,23,350,350,"Wincro Holdings Ltd","Nov 21,2016",Cancelled,3460-10112016-3692,
"United Kingdom",3693,WMI16,WMI16,23,420,420,"Wincro Holdings Ltd","Nov 21,2016","Pending Sign-off",3459-10112016-3693,
"United Kingdom",3694,WHL16,WHL16,15,300,300,"Wincro Holdings Ltd","Nov 21,2016","Pending Sign-off",3461-10112016-3694,
"United Kingdom",3695,"JLR Moon Limited",,14,256.8,221.8,"Capita Registras Limited","Nov 22,2016",Cancelled,N/A,
"United Kingdom",3696,"JLR Star Limited",,18,256.8,221.8,"Capita Registras Limited","Nov 22,2016",Cancelled,N/A,
"United Kingdom",3697,"Chive Fuels Limited",,16,300,300,"Calor Gas Limited","Jan 01,1970","Pending Sign-off",N/A,
Ireland,3698,"2015 Cylon UK",POUK0211,22,385,385,"Cylon Controls (UK) Ltd","Nov 22,2016","Signed Off Complete",3462-11112016-3698,
"United Kingdom",3699,"Hutton Energy Limited",,3,48.3,8.05,"Capita Registras Limited","Nov 22,2016","Signed Off Complete",N/A,
"United Kingdom",3700,"Hutton Energy UK Limited",,3,62.1,10.35,"Capita Registras Limited","Nov 16,2016","Signed Off Complete",N/A,
"United Kingdom",3701,"Hutton Poland Limited",,4,54,9,"Capita Registras Limited","Nov 16,2016","Signed Off Complete",N/A,
Ireland,3702,"2015 CCL",POUK0213,33,528,528,"Cylon Controls (UK) Ltd","Nov 22,2016","Signed Off Complete",3463-11112016-3702,
"United Kingdom",3703,"Exterion Ireland 2015",,31,422.4,422.4,"Exterion Media","Nov 23,2016","Pending Sign-off",3464-14112016-3703,
"United Kingdom",3704,"Glenview Capital Management limited",744,20,225,225,"Throgmorton UK Ltd","Nov 23,2016","Pending Sign-off",N/A,
"United Kingdom",3705,"JLR Star Limited",,18,256.8,221.8,"Capita Registras Limited","Nov 23,2016","Pending Sign-off",N/A,
"United Kingdom",3706,"JLR Star Limited P2",,3,42,7,"Capita Registras Limited","Nov 23,2016","Signed Off Complete",N/A,
"United Kingdom",3707,"JLR Moon Limited P1",,14,256.8,221.8,"Capita Registras Limited","Nov 23,2016","Pending Sign-off",N/A,
"United Kingdom",3708,"JLR Moon Limited P2",,3,42,7,"Capita Registras Limited","Nov 23,2016","Pending Sign-off",N/A,
"United Kingdom",3709,"BTG GAM (UK) Ltd",,18,0,0,"Cordium Accounting Ltd ","Nov 23,2016","Pending Sign-off",3465-14112016-3709,
"United Kingdom",3710,"Aigues De Catalunya Limited",,19,360,360,"Cordium Accounting Ltd ","Nov 23,2016","Pending Sign-off",3466-14112016-3710,
"United Kingdom",3711,"BTGP-BSI Limited",,17,360,360,"Cordium Accounting Ltd ","Nov 23,2016","Pending Sign-off",3467-14112016-3711,
"United Kingdom",3712,"Roman Way Estate C.I.C.",,16,165,165,"GCN Accounting Services Ltd","Nov 24,2016","Signed Off Complete",N/A,
"United Kingdom",3713,"Cowley Resident Management Organisation Limited",,17,0,0,"GCN Accounting Services Ltd","Nov 24,2016","Signed Off Complete",N/A,
"United Kingdom",3714,"UK Sub Ltd 2015",745,12,179,179,"Throgmorton UK Ltd","Nov 25,2016","Pending Sign-off",N/A,
"United Kingdom",3715,"Alcova Services Limited",746,16,69,11.5,"Throgmorton UK Ltd","Nov 28,2016","Pending Sign-off",N/A,
"United Kingdom",3716,"Elisabeth House General Partner Limited",,9,142,142,"Argent (Property Development) Services LLP","Nov 28,2016","Signed Off Complete",3468-17112016-3716,
"United Kingdom",3717,"Picus Services Ltd",747,9,99,99,"Throgmorton UK Ltd","Nov 29,2016","Pending Sign-off",N/A,
"United Kingdom",3718,"SHV Gas Trading Limited",,3,200,200,"Calor Gas Limited","Jan 01,1970","Pending Sign-off",N/A,
"United Kingdom",3719,"HealthCor Capital UK Ltd",748,20,179,179,"Throgmorton UK Ltd","Nov 30,2016","Pending Sign-off",N/A,
"United Kingdom",3720,"EDL Capital (UK) Ltd",749,22,350,350,"Throgmorton UK Ltd","Nov 30,2016","Pending Sign-off",N/A,
"United Kingdom",3721,"Ultimo Brands International Ltd",,28,336,336,"French Duncan Chartered Accountants","Dec 01,2016","Signed Off Complete",3469-22112016-3721,
"United Kingdom",3722,"RS FURBS Limited",750,12,179,179,"Throgmorton UK Ltd","Dec 01,2016","Pending Sign-off",N/A,
Ireland,3723,"Sisk Healthcare (UK) Ltd","Robert Foley",34,644,644,"SGS Management Limited","Nov 25,2016","Pending Sign-off",N/A,
Ireland,3724,"Sisk Healthcare Holdings (UK) Ltd","Robert Foley",15,483,483,"SGS Management Limited","Nov 25,2016","Pending Sign-off",N/A,
"United Kingdom",3725,"BAM Corporate Partner Limited",751,23,350,350,"Throgmorton UK Ltd","Dec 02,2016","Pending Sign-off",N/A,
"United Kingdom",3726,"ADK Social investment ",751,8,99,99,"Throgmorton UK Ltd","Dec 02,2016","Pending Sign-off",N/A,
"United Kingdom",3727,"BR Social Investments",752,8,99,99,"Throgmorton UK Ltd","Dec 02,2016","Pending Sign-off",N/A,
"United Kingdom",3728,"Natixis Alternative Holdings Limited",751,18,179,179,"Throgmorton UK Ltd","Dec 02,2016","Pending Sign-off",N/A,
"United Kingdom",3729,RKH20151231-RKH,WRP,89,840,840,"Rockhopper Exploration plc","Dec 05,2016","Pending Sign-off",3470-24112016-3729,Paid
"United Kingdom",3730,RKH20151231-MED,WRP01,18,0,0,"Rockhopper Exploration plc","Dec 05,2016","Pending Sign-off",N/A,
"United Kingdom",3731,RKH20151231-HYD,WRP02,13,300,300,"Rockhopper Exploration plc","Dec 05,2016","Pending Sign-off",N/A,
"United Kingdom",3732,RKH20161231-OIL,WRP03,14,0,0,"Rockhopper Exploration plc","Dec 05,2016","Pending Sign-off",N/A,
"United Kingdom",3733,RKH20151231-CIV,WR04,13,300,300,"Rockhopper Exploration plc","Dec 05,2016","Pending Sign-off",N/A,
"United Kingdom",3734,"Calor Gas Limited",,38,400,400,"Calor Gas Limited","Jan 01,1970",Cancelled,N/A,
Ireland,3735,Sitreas,Sitreas,20,420,420,"John Sisk & Son (Holdings) Ltd","Nov 30,2016","Signed Off Complete",N/A,
Ireland,3736,"Irish School Bundles 2","Irish School Bundles 2",18,483,483,"John Sisk & Son (Holdings) Ltd","Nov 30,2016","Signed Off Complete",N/A,
Ireland,3737,"Aberscoch 2","Aberscoch 2",18,483,483,"SGS Management Limited","Nov 30,2016","Signed Off Complete",N/A,
Ireland,3738,"John Sisk and Son Old co","John Sisk and Son Old co",17,483,483,"John Sisk & Son (Holdings) Ltd","Nov 30,2016","Signed Off Complete",N/A,
Ireland,3739,Sispar,Sispar,18,483,483,"John Sisk & Son (Holdings) Ltd","Nov 30,2016","Signed Off Complete",N/A,
Ireland,3740,"SRB UK","SRB UK",17,483,483,"John Sisk & Son (Holdings) Ltd","Nov 30,2016","Signed Off Complete",N/A,
"United Kingdom",3741,"Madagascar Oil (UK) Limited",,4,160.8,125.8,"Capita Registras Limited","Dec 06,2016","Pending Sign-off",N/A,
"United Kingdom",3742,CAIL,,43,540,540,"Cordium Accounting Ltd ","Dec 06,2016","Pending Sign-off",3471-25112016-3742,
"United Kingdom",3743,CFSLON,,56,600,600,"Cordium Accounting Ltd ","Dec 06,2016","Pending Sign-off",3472-25112016-3743,
"United Kingdom",3744,"Broomhouse Housing Association",,29,450.8,450.8,"French Duncan Chartered Accountants","Dec 01,2016","Signed Off Complete",3473-28112016-3744,
"United Kingdom",3745,"Emso Asset Management Limited",753,30,400,400,"Throgmorton UK Ltd","Dec 07,2016","Signed Off Complete",N/A,
"United Kingdom",3746,"Aurelius Capital (UK) Ltd",754,23,350,350,"Throgmorton UK Ltd","Dec 07,2016","Pending Sign-off",N/A,
"United Kingdom",3747,"Africa Renewables Ltd",755,11,179,179,"Throgmorton UK Ltd","Dec 08,2016","Pending Sign-off",N/A,
"United Kingdom",3748,"Golden Eagle Petroleum Limited ",,10,160.8,125.8,"Capita Registras Limited","Dec 08,2016","Pending Sign-off",N/A,
"United Kingdom",3749,"Lothian Investment Partners Limited",,11,160.8,125.8,"Capita Registras Limited","Dec 08,2016","Pending Sign-off",N/A,
"United Kingdom",3750,"Basgas Holding Ltd Tax & Stats 2015","Basgas Holding Ltd Tax & Stats 2015",16,160.8,125.8,"Capita Registras Limited","Dec 09,2016","Pending Sign-off",N/A,
